Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes,total_clean,.default
made,2014,15-Jun-14,fishb,D11,NA,15,85,100,lbachellier,NA,100,NA
made,2014,15-Jun-14,fishb,D15,NA,10,90,100,lbachellier,NA,100,NA
made,2014,15-Jun-14,fishb,D2,NA,10,90,100,lbachellier,NA,100,NA
made,2014,15-Jun-14,fishb,E20,NA,10,90,100,lbachellier,NA,100,NA
made,2014,15-Jun-14,fishb,F8,NA,20,80,100,lbachellier,NA,100,NA
made,2014,15-Jun-14,fishb,G13,NA,20,80,100,lbachellier,NA,100,NA
made,2014,15-Jun-14,fishb,G18,NA,20,80,100,lbachellier,NA,100,NA
made,2014,15-Jun-14,taglu,B2,NA,30,70,100,tkydd,NA,100,NA
made,2014,15-Jun-14,taglu,B8,NA,50,50,100,tkydd,NA,100,NA
made,2014,15-Jun-14,taglu,D5,NA,70,30,100,tkydd,NA,100,NA
made,2014,15-Jun-14,taglu,E11,NA,75,25,100,canderson,NA,100,NA
made,2014,15-Jun-14,taglu,E8,NA,85,15,100,tkydd,NA,100,NA
made,2014,15-Jun-14,taglu,F3,NA,60,40,100,tkydd,NA,100,NA
made,2014,15-Jun-14,taglu,H7,NA,90,10,100,canderson,NA,100,NA
made,2014,15-Jun-14,taglu,I10,NA,60,40,100,pwoodard,NA,100,NA
made,2014,15-Jun-14,taglu,L10,NA,70,30,100,pwoodard,NA,100,NA
made,2014,15-Jun-14,taglu,L7,NA,80,20,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,A1,NA,25,75,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,A12,NA,15,85,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,C16,NA,30,70,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,C8,NA,35,65,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,D11,NA,25,75,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,E3,NA,25,75,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,F14,NA,40,60,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,G10,NA,70,30,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,G6,NA,60,40,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fisha,H17,NA,75,25,100,pwoodard,NA,100,NA
made,2014,21-Jun-14,fishb,A11,NA,15,85,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,A18,NA,15,85,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,C6,NA,20,80,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,D11,NA,30,70,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,D15,NA,40,60,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,D2,NA,20,80,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,E20,NA,35,65,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,F8,NA,50,50,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,G13,NA,40,60,100,tkydd,NA,100,NA
made,2014,21-Jun-14,fishb,G18,NA,45,55,100,tkydd,NA,100,NA
made,2014,22-Jun-14,taglu,B2,NA,40,60,100,tkydd,NA,100,NA
made,2014,22-Jun-14,taglu,B8,NA,40,60,100,tkydd,NA,100,NA
made,2014,22-Jun-14,taglu,D5,NA,55,45,100,tkydd,NA,100,NA
made,2014,22-Jun-14,taglu,E11,NA,30,70,100,tkydd,NA,100,NA
made,2014,22-Jun-14,taglu,E8,NA,70,30,100,tkydd,NA,100,NA
made,2014,22-Jun-14,taglu,F3,NA,20,80,100,pwoodard,NA,100,NA
made,2014,22-Jun-14,taglu,H7,NA,65,35,100,pwoodard,NA,100,NA
made,2014,22-Jun-14,taglu,I10,NA,10,90,100,pwoodard,NA,100,NA
made,2014,22-Jun-14,taglu,L10,NA,20,80,100,pwoodard,NA,100,NA
made,2014,22-Jun-14,taglu,L7,NA,15,85,100,pwoodard,NA,100,NA
made,2014,28-Jun-14,fisha,A12,NA,5,95,100,pwoodard,NA,100,NA
made,2014,28-Jun-14,fisha,D11,NA,20,80,100,pwoodard,NA,100,NA
made,2014,28-Jun-14,fisha,F14,NA,20,80,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fisha,H17,NA,20,80,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,A11,NA,5,95,100,pwoodard,NA,100,NA
made,2014,28-Jun-14,fishb,A18,NA,10,90,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,C6,NA,10,90,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,D11,NA,10,90,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,D2,NA,10,90,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,D15,NA,10,90,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,E20,NA,10,90,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,F8,NA,20,80,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,G13,NA,10,90,100,lbachellier,NA,100,NA
made,2014,28-Jun-14,fishb,G18,NA,20,80,100,lbachellier,NA,100,NA
made,2014,29-Jun-14,fisha,A1,NA,15,85,100,pwoodard,NA,100,NA
made,2014,29-Jun-14,fisha,C16,NA,15,85,100,pwoodard,NA,100,NA
made,2014,29-Jun-14,fisha,C8,NA,25,75,100,pwoodard,NA,100,NA
made,2014,29-Jun-14,fisha,E3,NA,20,80,100,pwoodard,NA,100,NA
made,2014,29-Jun-14,fisha,G10,NA,65,35,100,pwoodard,NA,100,NA
made,2014,29-Jun-14,fisha,G6,NA,45,55,100,pwoodard,NA,100,NA
made,2014,30-Jun-14,taglu,B2,NA,5,95,100,canderson,NA,100,NA
made,2014,30-Jun-14,taglu,B8,NA,15,85,100,canderson,NA,100,NA
made,2014,30-Jun-14,taglu,D5,NA,40,60,100,canderson,NA,100,NA
made,2014,30-Jun-14,taglu,E11,NA,10,90,100,lbachellier,NA,100,NA
made,2014,30-Jun-14,taglu,E8,NA,10,90,100,lbachellier,NA,100,NA
made,2014,30-Jun-14,taglu,F3,NA,15,85,100,canderson,NA,100,NA
made,2014,30-Jun-14,taglu,H7,NA,15,85,100,canderson,NA,100,NA
made,2014,30-Jun-14,taglu,I10,NA,20,80,100,lbachellier,NA,100,NA
made,2014,30-Jun-14,taglu,L10,NA,30,70,100,lbachellier,NA,100,NA
made,2014,30-Jun-14,taglu,L7,NA,10,90,100,lbachellier,NA,100,NA
made,2014,7-Jul-14,fisha,A1,NA,5,95,100,lbachellier,NA,100,NA
made,2014,7-Jul-14,fisha,A12,NA,5,95,100,canderson,NA,100,NA
made,2014,7-Jul-14,fisha,C16,NA,5,95,100,canderson,NA,100,NA
made,2014,7-Jul-14,fisha,C8,NA,10,90,100,lbachellier,NA,100,NA
made,2014,7-Jul-14,fisha,D11,NA,15,85,100,canderson,NA,100,NA
made,2014,7-Jul-14,fisha,E3,NA,10,90,100,lbachellier,NA,100,NA
made,2014,7-Jul-14,fisha,F14,NA,10,90,100,canderson,NA,100,NA
made,2014,7-Jul-14,fisha,G10,NA,20,80,100,lbachellier,NA,100,NA
made,2014,7-Jul-14,fisha,G6,NA,10,90,100,lbachellier,NA,100,NA
made,2014,7-Jul-14,fisha,H17,NA,15,85,100,canderson,NA,100,NA
made,2014,7-Jul-14,fishb,A11,NA,5,95,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,A18,NA,5,95,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,C6,NA,5,95,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,D11,NA,10,90,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,D15,NA,15,85,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,D2,NA,5,95,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,E20,NA,10,90,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,F8,NA,20,80,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,G13,NA,10,90,100,tkydd,NA,100,NA
made,2014,7-Jul-14,fishb,G18,NA,15,85,100,tkydd,NA,100,NA
made,2014,7-Jul-14,taglu,B2,NA,5,95,100,pwoodard,NA,100,NA
made,2014,7-Jul-14,taglu,B8,NA,5,95,100,pwoodard,NA,100,NA
made,2014,7-Jul-14,taglu,D5,NA,30,70,100,pwoodard,NA,100,NA
made,2014,7-Jul-14,taglu,E11,NA,5,95,100,fsmith,NA,100,NA
made,2014,7-Jul-14,taglu,E8,NA,10,90,100,pwoodard,NA,100,NA
made,2014,7-Jul-14,taglu,F3,NA,20,80,100,pwoodard,NA,100,NA
made,2014,7-Jul-14,taglu,H7,NA,20,80,100,fsmith,NA,100,NA
made,2014,7-Jul-14,taglu,I10,NA,50,50,100,fsmith,NA,100,NA
made,2014,7-Jul-14,taglu,L10,NA,30,70,100,fsmith,NA,100,NA
made,2014,7-Jul-14,taglu,L7,NA,10,90,100,fsmith,NA,100,NA
nome,2014,18-May-14,all,sn20,5,60,35,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn19,5,60,35,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn18,10,30,60,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn17,20,NA,80,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn16,45,5,50,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn15,45,NA,55,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn14,15,NA,85,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn13,5,90,5,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn12,NA,75,25,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn11,5,90,5,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn10,15,5,80,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn09,55,15,30,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn08,30,40,30,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn07,10,50,40,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn06,15,15,70,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn05,5,55,40,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn04,10,10,80,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn03,NA,25,75,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn02,5,85,10,100,ekwon,NA,100,NA
nome,2014,18-May-14,all,sn01,5,20,75,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn20,5,60,35,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn19,5,60,35,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn18,5,35,60,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn17,20,NA,80,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn16,30,5,65,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn15,45,NA,55,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn14,15,NA,85,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn13,5,90,5,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn12,NA,75,25,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn11,5,90,5,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn10,10,5,85,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn09,50,15,35,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn08,30,40,30,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn07,10,50,40,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn06,10,20,70,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn05,5,55,40,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn04,10,10,80,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn03,NA,25,75,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn02,5,85,10,100,ekwon,NA,100,NA
nome,2014,20-May-14,all,sn01,5,20,75,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn20,NA,65,35,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn19,5,60,35,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn18,5,35,60,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn17,10,NA,90,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn16,25,10,65,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn15,45,5,50,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn14,10,5,85,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn13,5,90,5,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn12,NA,75,25,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn11,5,90,5,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn10,10,5,85,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn09,25,15,60,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn08,10,55,35,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn07,5,60,35,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn06,5,30,65,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn05,5,55,40,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn04,5,15,80,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn03,NA,25,75,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn02,5,85,10,100,ekwon,NA,100,NA
nome,2014,22-May-14,all,sn01,NA,25,75,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn20,NA,70,30,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn19,5,60,35,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn18,5,35,60,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn17,10,NA,90,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn16,10,15,75,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn15,35,5,60,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn14,5,10,85,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn13,NA,90,10,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn12,NA,75,25,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn11,5,90,5,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn10,10,5,85,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn09,20,20,60,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn08,NA,60,40,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn07,5,50,45,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn06,NA,35,65,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn05,NA,50,50,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn04,NA,10,90,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn03,NA,25,75,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn02,5,85,10,100,ekwon,NA,100,NA
nome,2014,25-May-14,all,sn01,NA,20,80,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn20,NA,75,25,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn19,5,65,30,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn18,NA,40,60,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn17,5,NA,95,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn16,NA,20,80,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn15,25,10,65,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn14,5,15,80,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn13,NA,95,5,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn12,NA,75,25,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn11,NA,95,5,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn10,5,10,85,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn09,5,40,55,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn08,NA,70,30,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn07,NA,50,50,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn06,NA,35,65,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn05,NA,55,45,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn04,NA,10,90,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn03,NA,30,70,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn02,5,85,10,100,ekwon,NA,100,NA
nome,2014,27-May-14,all,sn01,NA,25,75,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn20,NA,70,30,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn19,NA,60,40,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn18,NA,35,65,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn17,NA,NA,100,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn16,NA,10,90,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn15,NA,15,85,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn14,NA,10,90,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn13,NA,90,10,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn12,NA,60,40,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn11,NA,95,5,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn10,NA,5,95,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn09,NA,25,75,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn08,NA,65,35,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn07,NA,40,60,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn06,NA,30,70,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn05,NA,50,50,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn04,NA,10,90,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn03,NA,25,75,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn02,NA,80,20,100,ekwon,NA,100,NA
nome,2014,3-Jun-14,all,sn01,NA,20,80,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn01,NA,10,90,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn02,NA,80,20,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn03,NA,25,75,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn04,NA,5,95,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn05,NA,40,60,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn06,NA,30,70,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn07,NA,30,70,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn08,NA,60,40,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn09,NA,20,80,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn10,NA,5,95,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn11,NA,95,5,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn12,NA,55,45,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn13,NA,90,10,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn14,NA,5,95,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn15,NA,10,90,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn16,NA,10,90,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn17,NA,NA,100,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn18,NA,30,70,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn19,NA,60,40,100,ekwon,NA,100,NA
nome,2014,10-Jun-14,all,sn20,NA,65,35,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn01,NA,5,95,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn02,NA,80,20,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn03,NA,25,75,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn04,NA,5,95,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn05,NA,40,60,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn06,NA,30,70,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn07,NA,20,80,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn08,NA,45,55,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn09,NA,15,85,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn10,NA,5,95,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn11,NA,90,10,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn12,NA,55,45,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn13,NA,90,10,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn14,NA,5,95,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn15,NA,10,90,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn16,NA,5,95,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn17,NA,NA,100,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn18,NA,30,70,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn19,NA,60,40,100,ekwon,NA,100,NA
nome,2014,18-Jun-14,all,sn20,NA,65,35,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn01,NA,5,95,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn02,NA,75,25,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn03,NA,20,80,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn04,NA,5,95,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn05,NA,35,65,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn06,NA,30,70,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn07,NA,15,85,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn08,NA,50,50,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn09,NA,15,85,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn10,NA,5,95,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn11,NA,80,20,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn12,NA,50,50,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn13,NA,90,10,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn14,NA,5,95,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn15,NA,10,90,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn16,NA,5,95,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn17,NA,NA,100,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn18,NA,30,70,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn19,NA,60,40,100,ekwon,NA,100,NA
nome,2014,25-Jun-14,all,sn20,NA,65,35,100,ekwon,NA,100,NA
iglo,2013,16-Jun-13,studyarea,studyarea,70,5,25,100,nlecomte,NA,100,NA
iglo,2013,17-Jun-13,studyarea,studyarea,65,10,25,100,nlecomte,NA,100,NA
iglo,2013,18-Jun-13,studyarea,studyarea,65,10,25,100,nlecomte,NA,100,NA
iglo,2013,19-Jun-13,studyarea,studyarea,50,15,35,100,nlecomte,NA,100,NA
iglo,2013,20-Jun-13,studyarea,studyarea,45,15,40,100,nlecomte,NA,100,NA
iglo,2013,21-Jun-13,studyarea,studyarea,40,15,45,100,nlecomte,NA,100,NA
iglo,2013,22-Jun-13,studyarea,studyarea,30,15,55,100,nlecomte,NA,100,NA
iglo,2013,23-Jun-13,studyarea,studyarea,30,15,55,100,nlecomte,NA,100,NA
iglo,2013,24-Jun-13,studyarea,studyarea,25,15,60,100,nlecomte,NA,100,NA
iglo,2013,25-Jun-13,studyarea,studyarea,20,15,65,100,nlecomte,NA,100,NA
iglo,2013,29-Jun-13,studyarea,studyarea,5,15,80,100,nlecomte,NA,100,NA
iglo,2013,30-Jun-13,studyarea,studyarea,5,15,80,100,nlecomte,NA,100,NA
iglo,2013,6-Jul-13,studyarea,studyarea,2,15,83,100,nlecomte,NA,100,NA
iglo,2013,9-Jul-13,studyarea,studyarea,NA,15,85,100,nlecomte,NA,100,NA
eaba,2014,11-Jun-14,NA,NA,5,40,55,100,lkennedy,NA,100,NA
eaba,2014,12-Jun-14,NA,NA,2,43,55,100,lkennedy,NA,100,NA
eaba,2014,13-Jun-14,NA,NA,2,43,55,100,lkennedy,NA,100,NA
eaba,2014,14-Jun-14,NA,NA,1,44,55,100,lkennedy,NA,100,NA
barr,2010,30-May-10,brw1,b2,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,b4,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,b6,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,b8,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,b10,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,b12,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,d2,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,d4,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,d6,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,d8,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,d10,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,d12,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,f2,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,f4,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,f6,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,f8,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,f10,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,f12,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,h2,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,h4,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,h6,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,h8,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,h10,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,h12,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,j2,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,j4,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,j6,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,j8,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,j10,100,NA,NA,100,bhill,NA,100,NA
barr,2010,30-May-10,brw1,j12,100,NA,NA,100,bhill,NA,100,NA
